target,year,title,source,t_x,t_y,ab_x,ab_y,k_x,k_y
0,2015,compar studi. radviz. star coordin.,741,-0.901787823477,-12.0248899345,-9.28806743817,-1.13346113873,2.15990553326,-6.84359785199,
0,2015,compar studi. radviz. star coordin.,2132,-0.901787823477,-12.0248899345,-9.28806743817,-1.13346113873,2.15990553326,-6.84359785199,
0,2015,compar studi. radviz. star coordin.,2253,-0.901787823477,-12.0248899345,-9.28806743817,-1.13346113873,2.15990553326,-6.84359785199,
0,2015,compar studi. radviz. star coordin.,314,-0.901787823477,-12.0248899345,-9.28806743817,-1.13346113873,2.15990553326,-6.84359785199,
0,2015,compar studi. radviz. star coordin.,164,-0.901787823477,-12.0248899345,-9.28806743817,-1.13346113873,2.15990553326,-6.84359785199,
0,2015,compar studi. radviz. star coordin.,1072,-0.901787823477,-12.0248899345,-9.28806743817,-1.13346113873,2.15990553326,-6.84359785199,
2,2015,psychophys investig. size. physic variabl.,421,-12.9496387712,-14.5796247988,-8.62360819292,-7.39510017536,4.02521325223,-6.00841872579,
2,2015,psychophys investig. size. physic variabl.,330,-12.9496387712,-14.5796247988,-8.62360819292,-7.39510017536,4.02521325223,-6.00841872579,
2,2015,psychophys investig. size. physic variabl.,408,-12.9496387712,-14.5796247988,-8.62360819292,-7.39510017536,4.02521325223,-6.00841872579,
2,2015,psychophys investig. size. physic variabl.,298,-12.9496387712,-14.5796247988,-8.62360819292,-7.39510017536,4.02521325223,-6.00841872579,
2,2015,psychophys investig. size. physic variabl.,1086,-12.9496387712,-14.5796247988,-8.62360819292,-7.39510017536,4.02521325223,-6.00841872579,
2,2015,psychophys investig. size. physic variabl.,161,-12.9496387712,-14.5796247988,-8.62360819292,-7.39510017536,4.02521325223,-6.00841872579,
2,2015,psychophys investig. size. physic variabl.,174,-12.9496387712,-14.5796247988,-8.62360819292,-7.39510017536,4.02521325223,-6.00841872579,
3,2015,approach. boundari improv. euler diagram.,545,0.327384029901,0.0880997673354,-8.99423184263,-0.218345235741,3.54748725147,-10.4157433839,
3,2015,approach. boundari improv. euler diagram.,316,0.327384029901,0.0880997673354,-8.99423184263,-0.218345235741,3.54748725147,-10.4157433839,
3,2015,approach. boundari improv. euler diagram.,817,0.327384029901,0.0880997673354,-8.99423184263,-0.218345235741,3.54748725147,-10.4157433839,
3,2015,approach. boundari improv. euler diagram.,202,0.327384029901,0.0880997673354,-8.99423184263,-0.218345235741,3.54748725147,-10.4157433839,
3,2015,approach. boundari improv. euler diagram.,712,0.327384029901,0.0880997673354,-8.99423184263,-0.218345235741,3.54748725147,-10.4157433839,
4,2015,acquir code. mean. data visual. beyond perceptu.,330,11.6565251792,7.33813483226,-9.13865633686,-1.12612713962,2.1326098775,-5.26320818579,
