target,year,title,source,t_x,t_y,ab_x,ab_y,k_x,k_y
1213,2006,ask-graphview. larg scale. graph. visual. system.,1483,-0.853075062668,4.09064795557,-6.49579965916,4.06496606751,9.45387797256,6.11595776836,
1213,2006,ask-graphview. larg scale. graph. visual. system.,1346,-0.853075062668,4.09064795557,-6.49579965916,4.06496606751,9.45387797256,6.11595776836,
1213,2006,ask-graphview. larg scale. graph. visual. system.,1498,-0.853075062668,4.09064795557,-6.49579965916,4.06496606751,9.45387797256,6.11595776836,
1213,2006,ask-graphview. larg scale. graph. visual. system.,2220,-0.853075062668,4.09064795557,-6.49579965916,4.06496606751,9.45387797256,6.11595776836,
1213,2006,ask-graphview. larg scale. graph. visual. system.,1480,-0.853075062668,4.09064795557,-6.49579965916,4.06496606751,9.45387797256,6.11595776836,
1214,2006,balanc systemat. flexibl explor. social network.,1646,5.1056750399,7.30601825455,-8.08390830058,5.54941826535,2.09204745158,-15.5343935014,
1214,2006,balanc systemat. flexibl explor. social network.,1480,5.1056750399,7.30601825455,-8.08390830058,5.54941826535,2.09204745158,-15.5343935014,
1214,2006,balanc systemat. flexibl explor. social network.,1447,5.1056750399,7.30601825455,-8.08390830058,5.54941826535,2.09204745158,-15.5343935014,
1214,2006,balanc systemat. flexibl explor. social network.,1251,5.1056750399,7.30601825455,-8.08390830058,5.54941826535,2.09204745158,-15.5343935014,
1214,2006,balanc systemat. flexibl explor. social network.,2220,5.1056750399,7.30601825455,-8.08390830058,5.54941826535,2.09204745158,-15.5343935014,
1214,2006,balanc systemat. flexibl explor. social network.,1498,5.1056750399,7.30601825455,-8.08390830058,5.54941826535,2.09204745158,-15.5343935014,
1214,2006,balanc systemat. flexibl explor. social network.,1357,5.1056750399,7.30601825455,-8.08390830058,5.54941826535,2.09204745158,-15.5343935014,
1215,2006,logarithm view. small detail. larg context.,2225,-1.12205805763,4.75496344833,-9.02734190878,2.39614034131,3.49597626508,2.20215961943,
1215,2006,logarithm view. small detail. larg context.,1358,-1.12205805763,4.75496344833,-9.02734190878,2.39614034131,3.49597626508,2.20215961943,
1215,2006,logarithm view. small detail. larg context.,2317,-1.12205805763,4.75496344833,-9.02734190878,2.39614034131,3.49597626508,2.20215961943,
1217,2006,automat clutter reduct. parallel coordin plot.,1513,-2.63237740104,-2.99835636995,-9.07514669327,1.34236711132,3.9287283927,-3.43104643038,
1217,2006,automat clutter reduct. parallel coordin plot.,1371,-2.63237740104,-2.99835636995,-9.07514669327,1.34236711132,3.9287283927,-3.43104643038,
1217,2006,automat clutter reduct. parallel coordin plot.,1496,-2.63237740104,-2.99835636995,-9.07514669327,1.34236711132,3.9287283927,-3.43104643038,
1217,2006,automat clutter reduct. parallel coordin plot.,2074,-2.63237740104,-2.99835636995,-9.07514669327,1.34236711132,3.9287283927,-3.43104643038,
1217,2006,automat clutter reduct. parallel coordin plot.,1460,-2.63237740104,-2.99835636995,-9.07514669327,1.34236711132,3.9287283927,-3.43104643038,
1218,2006,facetmap. scalabl search. brow visual.,2129,-2.95884337274,-9.11228396493,-12.9833106289,-2.64759000053,5.20128067609,-15.1553635495,
1218,2006,facetmap. scalabl search. brow visual.,1950,-2.95884337274,-9.11228396493,-12.9833106289,-2.64759000053,5.20128067609,-15.1553635495,
1218,2006,facetmap. scalabl search. brow visual.,1747,-2.95884337274,-9.11228396493,-12.9833106289,-2.64759000053,5.20128067609,-15.1553635495,
1218,2006,facetmap. scalabl search. brow visual.,2407,-2.95884337274,-9.11228396493,-12.9833106289,-2.64759000053,5.20128067609,-15.1553635495,
1218,2006,facetmap. scalabl search. brow visual.,2685,-2.95884337274,-9.11228396493,-12.9833106289,-2.64759000053,5.20128067609,-15.1553635495,
1219,2006,hierarch edg bundl. visual. adjac relat. hierarch data.,1447,10.3961907386,9.53271824525,-7.35412492517,3.68773060598,5.49735860744,-10.0602217764,
1219,2006,hierarch edg bundl. visual. adjac relat. hierarch data.,1634,10.3961907386,9.53271824525,-7.35412492517,3.68773060598,5.49735860744,-10.0602217764,
1219,2006,hierarch edg bundl. visual. adjac relat. hierarch data.,1337,10.3961907386,9.53271824525,-7.35412492517,3.68773060598,5.49735860744,-10.0602217764,
1219,2006,hierarch edg bundl. visual. adjac relat. hierarch data.,1650,10.3961907386,9.53271824525,-7.35412492517,3.68773060598,5.49735860744,-10.0602217764,
1219,2006,hierarch edg bundl. visual. adjac relat. hierarch data.,1336,10.3961907386,9.53271824525,-7.35412492517,3.68773060598,5.49735860744,-10.0602217764,
1219,2006,hierarch edg bundl. visual. adjac relat. hierarch data.,2220,10.3961907386,9.53271824525,-7.35412492517,3.68773060598,5.49735860744,-10.0602217764,
1219,2006,hierarch edg bundl. visual. adjac relat. hierarch data.,1736,10.3961907386,9.53271824525,-7.35412492517,3.68773060598,5.49735860744,-10.0602217764,
1220,2006,ipsep-cola. increment procedur. separ constraint layout. graph.,1334,-0.227947467758,-10.77136101,-8.18502988634,2.10759148173,6.70346497949,-9.40184181941,
1221,2006,matrixexplor. dual-represent. system. social network.,1496,11.5129180541,-8.02031876183,-7.88972553552,5.43374124698,5.61193092968,-10.0319539542,
1222,2006,data abstract qualiti. multiresolut visual.,1464,12.4129197289,6.19719282502,-6.85789004045,1.83530070214,4.77365113342,-5.10361426339,
1222,2006,data abstract qualiti. multiresolut visual.,1371,12.4129197289,6.19719282502,-6.85789004045,1.83530070214,4.77365113342,-5.10361426339,
1222,2006,data abstract qualiti. multiresolut visual.,1460,12.4129197289,6.19719282502,-6.85789004045,1.83530070214,4.77365113342,-5.10361426339,
1222,2006,data abstract qualiti. multiresolut visual.,2435,12.4129197289,6.19719282502,-6.85789004045,1.83530070214,4.77365113342,-5.10361426339,
1222,2006,data abstract qualiti. multiresolut visual.,1936,12.4129197289,6.19719282502,-6.85789004045,1.83530070214,4.77365113342,-5.10361426339,
1224,2006,network visual. semant substrat.,1447,10.385657183,-7.79487960547,-7.65803780681,5.59103493172,9.24480577354,6.08448083533,
1224,2006,network visual. semant substrat.,1342,10.385657183,-7.79487960547,-7.65803780681,5.59103493172,9.24480577354,6.08448083533,
1224,2006,network visual. semant substrat.,1357,10.385657183,-7.79487960547,-7.65803780681,5.59103493172,9.24480577354,6.08448083533,
1225,2006,peacock.,2220,-15.0956623991,-16.422674646,-9.12415063193,4.56262413247,7.77189630612,-14.47376427,
1226,2006,softwar design pattern. inform visual.,2122,-3.68712081748,-19.7990709605,-13.1126122334,-1.13637033554,9.26360623402,6.13385748712,
1226,2006,softwar design pattern. inform visual.,1751,-3.68712081748,-19.7990709605,-13.1126122334,-1.13637033554,9.26360623402,6.13385748712,
1226,2006,softwar design pattern. inform visual.,1631,-3.68712081748,-19.7990709605,-13.1126122334,-1.13637033554,9.26360623402,6.13385748712,
1226,2006,softwar design pattern. inform visual.,1950,-3.68712081748,-19.7990709605,-13.1126122334,-1.13637033554,9.26360623402,6.13385748712,
1226,2006,softwar design pattern. inform visual.,1457,-3.68712081748,-19.7990709605,-13.1126122334,-1.13637033554,9.26360623402,6.13385748712,
1226,2006,softwar design pattern. inform visual.,1496,-3.68712081748,-19.7990709605,-13.1126122334,-1.13637033554,9.26360623402,6.13385748712,
1228,2006,perceptu scalabl. visual.,1747,-7.69253420907,-7.95355805284,-10.9654328592,-4.10020994315,9.25914205566,6.1355098572,
1229,2006,visual. prefix propag. internet.,1463,-14.388882585,-13.7103112988,-6.41832338265,0.790358493046,6.99168096072,-9.50220540137,
1229,2006,visual. prefix propag. internet.,1841,-14.388882585,-13.7103112988,-6.41832338265,0.790358493046,6.99168096072,-9.50220540137,
1229,2006,visual. prefix propag. internet.,1756,-14.388882585,-13.7103112988,-6.41832338265,0.790358493046,6.99168096072,-9.50220540137,
1230,2006,user interact. scatterplot. small screen. compar evalu. zoom. fishey distort.,2036,-1.98438150282,14.9555574817,-10.9814970003,-4.17062164577,4.73663690181,0.0743401139742,
